,Unnamed: 0,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
120,120,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-04 20:30+05:30,Haryana Steelers Won by 20 Pts,2019-10-04 20:30+05:30,Match Completed,20.0,1025,kabaddi,"Tau Devilal Sports Complex, Panchkula",1805,League,Match 121,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,52,True,Telugu Titans,32,False,Haryana Steelers,Chand Singh,3221.0,0.0,Defender,Vikas kale,179.0,0.0,Defender,Ravi Kumar,240.0,7.0,Defender,Vikash Khandola,366.0,13.0,raider,,,,,Rakesh Gowda,3046.0,4.0,Raider,Akash Choudhary,3004.0,3.0,Defender,Farhad Milaghardan,482.0,10.0,Defender,Siddharth Desai,2026.0,12.0,Raider,Krushna Madane,274.0,1.0,Defender,,False,False
121,121,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-05 19:30+05:30,U.P. Yoddha Won by 17 Pts,2019-10-05 19:30+05:30,Match Completed,17.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1806,League,Match 122,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,50,True,Dabang Delhi K.C.,33,False,U.P. Yoddha,Nitesh Kumar,3088.0,6.0,Defender,Surender Singh,234.0,4.0,Defender,Mohsen Maghsoudlou,567.0,1.0,all-rounder,Sumit ,3240.0,5.0,Defender,Amit ,3126.0,1.0,defender,Neeraj Narwal,3038.0,11.0,Raider,Mohit ,3223.0,0.0,Defender,Satywan ,3169.0,0.0,Defender,,,,,,,,,,False,False
122,122,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-05 20:30+05:30,Patna Pirates Won by 6 Pts,2019-10-05 20:30+05:30,Match Completed,6.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1807,League,Match 123,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,33,False,Patna Pirates,39,True,Patna Pirates,Pankaj ,3089.0,1.0,All Rounder,Parvesh Bhainswal,357.0,3.0,defender,Rohit Gulia,3023.0,6.0,All Rounder,Ruturaj Koravi,2023.0,2.0,Defender,Amit ,3001.0,0.0,Defender,Jang Lee,12.0,2.0,Raider,Neeraj Kumar,3107.0,3.0,Defender,Hadi Oshtorak,249.0,1.0,All Rounder,Mohammad Mahalli,3175.0,5.0,Raider,Jaideep ,579.0,2.0,Defender,,False,False
123,123,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-06 19:30+05:30,Patna Pirates Won by 28 Pts,2019-10-06 19:30+05:30,Match Completed,28.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1808,League,Match 124,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,41,False,Patna Pirates,69,True,Patna Pirates,Baldev Singh,621.0,2.0,Defender - Right Corner,Mohammad Taghi Paein Mahali ,3177.0,6.0,raider,Adarsh T,3095.0,3.0,Defender - Left Corner,Sourabh Patil,3156.0,11.0,All Rounder,Viraj Vishnu Landge,784.0,1.0,Defender,Vikash Jaglan,121.0,4.0,all-rounder,Jang Lee,12.0,8.0,Raider,Neeraj Kumar,3107.0,5.0,Defender,Hadi Oshtorak,249.0,0.0,All Rounder,Mohammad Mahalli,3175.0,4.0,Raider,,False,False
124,124,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-06 20:30+05:30,U.P. Yoddha Won by 4 Pts,2019-10-06 20:30+05:30,Match Completed,4.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1809,League,Match 125,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,43,True,Puneri Paltan,39,False,U.P. Yoddha,Nitesh Kumar,3088.0,6.0,Defender,Rishank Devadiga,94.0,7.0,Raider,Ankush ,3027.0,3.0,Raider,Sachin Kumar,218.0,5.0,Defender,Gurdeep ,2041.0,2.0,All Rounder,Sagar B Krishna,347.0,2.0,All Rounder,Manjeet ,763.0,8.0,raider,Nitin Tomar,320.0,8.0,raider,Amit Kumar,3110.0,7.0, ,,,,,,False,False
125,125,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-07 19:30+05:30,Gujarat Giants Won by 10 Pts,2019-10-07 19:30+05:30,Match Completed,10.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1810,League,Match 126,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,38,False,Gujarat Giants,48,True,Gujarat Giants,Rakesh Gowda,3046.0,6.0,Raider,Akash Choudhary,3004.0,3.0,Defender,Farhad Milaghardan,482.0,2.0,Defender,Siddharth Desai,2026.0,13.0,Raider,Aakash Arsul,3237.0,2.0,Defender,Pankaj ,3089.0,5.0,All Rounder,Rohit Gulia,3023.0,9.0,All Rounder,Amit ,3001.0,0.0,Defender,Sonu GFG,3128.0,17.0,Raider,More G B,772.0,7.0,Raider,,False,False
126,126,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-07 20:30+05:30,Tamil Thalaivas Won by 2 Pts,2019-10-07 20:30+05:30,Match Completed,2.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1811,League,Match 127,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,35,True,Jaipur Pink Panthers,33,False,Tamil Thalaivas,Rahul Chaudhari,81.0,5.0,Raider,Himanshu ,3161.0,3.0,Defender,Ran Singh,160.0,4.0,All Rounder,Sagar ,3236.0,4.0,Defender,M. Abishek ,3014.0,1.0,Defender,Vishal ,3159.0,1.0,defender,Amit Hooda,212.0,6.0,Defender,Guman Singh,3032.0,3.0,Raider,,,,,,,,,,False,False
127,127,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-09 19:30+05:30,Bengal Warriors Won by 4 Pts,2019-10-09 19:30+05:30,Match Completed,4.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1812,League,Match 128,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,33,True,Tamil Thalaivas,29,False,Bengal Warriors,Baldev Singh,621.0,2.0,Defender - Right Corner,Mohammad Nabibakhsh,3176.0,7.0,All Rounder,Jeeva Kumar,54.0,0.0,Defender,Sukesh Hegde,111.0,6.0,Raider,Rinku Narwal,3084.0,5.0,Defender,Sagar ,3236.0,5.0,Defender,V Ajith Kumar,3053.0,4.0,Raider,Ran Singh,160.0,3.0,All Rounder,,,,,,,,,,False,False
128,128,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-09 20:30+05:30,Telugu Titans Won by 5 Pts,2019-10-09 20:30+05:30,Match Completed,5.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1813,League,Match 129,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,36,False,Telugu Titans,41,True,Telugu Titans,Rishank Devadiga,94.0,8.0,Raider,Sumit ,3240.0,5.0,Defender,Amit ,3126.0,1.0,defender,Gurdeep ,2041.0,0.0,All Rounder,,,,,Rakesh Gowda,3046.0,3.0,Raider,Akash Choudhary,3004.0,0.0,Defender,Farhad Milaghardan,482.0,4.0,Defender,Siddharth Desai,2026.0,15.0,Raider,Krushna Madane,274.0,4.0,Defender,,False,False
129,129,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-10 19:30+05:30,U Mumba Won by 6 Pts,2019-10-10 19:30+05:30,Match Completed,6.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1814,League,Match 130,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,39,True,Haryana Steelers,33,False,U Mumba,Fazel Atrachali,259.0,8.0,defender,Surinder Singh,3086.0,0.0,Defender,Ajinkya Kapre,2025.0,10.0,All Rounder,Sandeep Narwal,142.0,5.0,all-rounder,Navneet ,3238.0,2.0,Raider,Chand Singh,3221.0,0.0,Defender,Sunil ,3106.0,4.0,Defender - Right Corner,Parveen ,3100.0,0.0,Defender - Left Cover,Naveen ,2357.0,4.0,Raider,,,,,,False,False
130,130,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-10-11 19:30+05:30,,2019-10-11 19:30+05:30,Match Completed,,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1815,League,Match 131,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,37,False,U Mumba,37,False,Unknown,Vijay ,3081.0,5.0,all-rounder,Anil Kumar,311.0,3.0, ,Naveen Kumar,2296.0,12.0,Raider,Vishal Mane,123.0,2.0,Defender,,,,,Fazel Atrachali,259.0,6.0,defender,Arjun Deshwal,2024.0,9.0,Raider,Surinder Singh,3086.0,2.0,Defender,Abhishek Singh,2028.0,10.0,Raider,Ajinkya Kapre,2025.0,0.0,All Rounder,,False,False
131,131,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-11 20:30+05:30,U.P. Yoddha Won by 12 Pts,2019-10-11 20:30+05:30,Match Completed,12.0,1022,kabaddi,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",1816,League,Match 132,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,45,True,Bengaluru Bulls,33,False,U.P. Yoddha,Nitesh Kumar,3088.0,4.0,Defender,Rishank Devadiga,94.0,4.0,Raider,Sumit ,3240.0,2.0,Defender,Surender Gill,3241.0,9.0,Raider,Amit ,3126.0,1.0,defender,Mahender Singh,769.0,4.0,Defender,Ankit ,3099.0,1.0,Defender,Amit Sheoran,3115.0,2.0,Defender,Saurabh Nandal,3228.0,2.0,Defender,,,,,,False,False
132,132,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-14 19:30+05:30,Bengaluru Bulls Won by 3 Pts,2019-10-14 19:30+05:30,Match Completed,3.0,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1817,Playoffs,Match 133,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,45,False,Bengaluru Bulls,48,True,Bengaluru Bulls,Nitesh Kumar,3088.0,5.0,Defender,Rishank Devadiga,94.0,11.0,Raider,Sumit ,3240.0,5.0,Defender,Surender Gill,3241.0,5.0,Raider,Amit ,3126.0,1.0,defender,Sumit Singh,3104.0,7.0,raider,Ankit ,3099.0,0.0,Defender,Rohit Kumar,326.0,3.0,raider,Amit Sheoran,3115.0,2.0,Defender,Pawan Kumar,318.0,20.0,raider,,False,False
133,133,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-14 20:30+05:30,U Mumba Won by 8 Pts,2019-10-14 20:30+05:30,Match Completed,8.0,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1818,Playoffs,Match 134,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,46,True,Haryana Steelers,38,False,U Mumba,Fazel Atrachali,259.0,3.0,defender,Arjun Deshwal,2024.0,15.0,Raider,Surinder Singh,3086.0,2.0,Defender,Sandeep Narwal,142.0,2.0,all-rounder,Young Chang Ko,519.0,1.0,Defender,Chand Singh,3221.0,2.0,Defender,Prashanth Rai,155.0,9.0,raider,Vikas kale,179.0,1.0,Defender,Ravi Kumar,240.0,0.0,Defender,,,,,,False,False
134,134,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-16 19:30+05:30,Dabang Delhi K.C. Won by 6 Pts,2019-10-16 19:30+05:30,Match Completed,6.0,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1819,Semi Final,Match 135,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,44,True,Bengaluru Bulls,38,False,Dabang Delhi K.C.,Vijay ,3081.0,3.0,all-rounder,Anil Kumar,311.0,4.0, ,Joginder Narwal,194.0,3.0,Defender,Naveen Kumar,2296.0,15.0,Raider,Vishal Mane,123.0,1.0,Defender,Mahender Singh,769.0,2.0,Defender,Sumit Singh,3104.0,6.0,raider,Amit Sheoran,3115.0,0.0,Defender,Saurabh Nandal,3228.0,2.0,Defender,Sandeep ,299.0,1.0,Defender,,False,False
135,135,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-16 20:30+05:30,Bengal Warriors Won by 2 Pts,2019-10-16 20:30+05:30,Match Completed,2.0,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1820,Semi Final,Match 136,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,37,True,U Mumba,35,False,Bengal Warriors,Baldev Singh,621.0,2.0,Defender - Right Corner,Mohammad Nabibakhsh,3176.0,5.0,All Rounder,Jeeva Kumar,54.0,3.0,Defender,Sukesh Hegde,111.0,8.0,Raider,K.Prapanjan ,219.0,4.0,raider,Fazel Atrachali,259.0,1.0,defender,Surinder Singh,3086.0,4.0,Defender,Ajinkya Kapre,2025.0,5.0,All Rounder,Sandeep Narwal,142.0,5.0,all-rounder,Young Chang Ko,519.0,0.0,Defender,,False,False
136,136,"Pro Kabaddi League Season 7, 2019",W,11,2019-10-19 19:30+05:30,Bengal Warriors Won by 5 Pts,2019-10-19 19:30+05:30,Match Completed,5.0,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1821,Final,Match 137,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,34,False,Bengal Warriors,39,True,Bengal Warriors,Vijay ,3081.0,3.0,all-rounder,Anil Kumar,311.0,3.0, ,Joginder Narwal,194.0,0.0,Defender,Naveen Kumar,2296.0,18.0,Raider,Vishal Mane,123.0,1.0,Defender,Baldev Singh,621.0,2.0,Defender - Right Corner,Mohammad Nabibakhsh,3176.0,10.0,All Rounder,Jeeva Kumar,54.0,4.0,Defender,Sukesh Hegde,111.0,8.0,Raider,Ravindra Kumavat,3094.0,6.0,raider,,False,False
0,0,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-07 20:00+05:30,Tamil Thalaivas Won by 16 Pts,2018-10-07 20:00+05:30,Match Completed,16.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",625,League,Match 1,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Tamil Thalaivas,42,True,Patna Pirates,26,False,Tamil Thalaivas,Jasvir Singh,52.0,3.0,Defender,Manjeet Chhillar,69.0,3.0,All Rounder,Ajay Thakur,26.0,14.0,Raider,Sunil ,207.0,0.0,All Rounder,Darshan J.,724.0,2.0,Defender,Vijay ,3081.0,1.0,all-rounder,Manjeet ,763.0,8.0,raider,Manish ,728.0,0.0,Defender,Vikas kale,179.0,1.0,Defender,Jaideep ,579.0,1.0,Defender,,False,False
1,1,"Pro Kabaddi League Season 6, 2018",Tied,10,2018-10-07 21:00+05:30,,2018-10-07 21:00+05:30,Match Completed,,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",626,League,Match 2,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Puneri Paltan,32,False,U Mumba,32,False,Unknown,Sandeep ,3102.0,2.0, ,More G B,772.0,0.0,Raider,Girish Maruti Ernak,161.0,5.0,Defender,Sandeep Narwal,142.0,2.0,all-rounder,Ravi Kumar,240.0,2.0,Defender,Vinod Kumar,764.0,0.0,Raider,Dharmaraj Cheralathan,42.0,4.0,Defender,Rohit Baliyan,261.0,3.0,Raider,Surinder Singh,3086.0,1.0,Defender,,,,,,False,False
2,2,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-08 20:00+05:30,Puneri Paltan Won by 12 Pts,2018-10-08 20:00+05:30,Match Completed,12.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",627,League,Match 3,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Puneri Paltan,34,True,Haryana Steelers,22,False,Puneri Paltan,Nitin Tomar,320.0,7.0,raider,More G B,772.0,6.0,Raider,Girish Maruti Ernak,161.0,2.0,Defender,Sandeep Narwal,142.0,2.0,all-rounder,Ravi Kumar,240.0,3.0,Defender,Anand Tomar,644.0,2.0, ,Mayur Shivtarkar,3045.0,1.0,All Rounder,Sachin Shingade,165.0,0.0,Defender,Kuldeep Singh (732),732.0,0.0,All Rounder,Sunil ,3106.0,3.0,Defender - Right Corner,,False,False
3,3,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-08 21:00+05:30,U.P. Yoddha Won by 5 Pts,2018-10-08 21:00+05:30,Match Completed,5.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",628,League,Match 4,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Tamil Thalaivas,32,False,U.P. Yoddha,37,True,U.P. Yoddha,Jasvir Singh,52.0,2.0,Defender,Manjeet Chhillar,69.0,4.0,All Rounder,Athul M S,376.0,7.0,Raider,Ajay Thakur,26.0,11.0,Raider,Amit Hooda,212.0,1.0,Defender,Narender ,778.0,5.0, ,Prashanth Rai,155.0,8.0,raider,Rishank Devadiga,94.0,5.0,Raider,Sachin Kumar,218.0,0.0,Defender,Shrikant Jadhav,106.0,5.0,raider,,False,False
4,4,"Pro Kabaddi League Season 6, 2018",Tied,10,2018-10-09 20:00+05:30,,2018-10-09 20:00+05:30,Match Completed,,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",629,League,Match 5,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Dabang Delhi K.C.,32,False,Gujarat Giants,32,False,Unknown,Pawan Kumar,156.0,3.0,Raider,Joginder Narwal,194.0,3.0,Defender,Viraj Vishnu Landge,784.0,1.0,Defender,Vishal Mane,123.0,0.0,Defender,Naveen Kumar,2296.0,5.0,Raider,C Kalai Arasan,620.0,0.0,Defender,Parvesh Bhainswal,357.0,2.0,defender,Mahendra Rajput,163.0,2.0,raider,Rohit Gulia,3023.0,5.0,All Rounder,Sunil Kumar,368.0,4.0,Defender,,False,False
5,5,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-09 21:00+05:30,Telugu Titans Won by 5 Pts,2018-10-09 21:00+05:30,Match Completed,5.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",630,League,Match 6,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Tamil Thalaivas,28,False,Telugu Titans,33,True,Telugu Titans,Manjeet Chhillar,69.0,4.0,All Rounder,Amit Hooda,212.0,6.0,Defender,Sunil ,207.0,1.0,All Rounder,C.Arun ,191.0,0.0,Defender,,,,,Nilesh Salunke,293.0,5.0,Defender,Farhad Milaghardan,482.0,1.0,Defender,Anil Kumar,311.0,3.0, ,Rahul Chaudhari,81.0,9.0,Raider,Abozar Mighani,489.0,3.0,Defender,,False,False
6,6,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-10 20:00+05:30,U Mumba Won by 7 Pts,2018-10-10 20:00+05:30,Match Completed,7.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",631,League,Match 7,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,U Mumba,39,True,Jaipur Pink Panthers,32,False,U Mumba,Vinod Kumar,764.0,3.0,Raider,Dharmaraj Cheralathan,42.0,1.0,Defender,Siddharth Desai,2026.0,13.0,Raider,Rajaguru Subramanian,84.0,2.0,Defender,Rohit Baliyan,261.0,7.0,Raider,Anup Kumar,29.0,4.0,Raider,Mohit Chhillar,71.0,3.0,Defender,Deepak Hooda,41.0,2.0,all-rounder,Amit Kumar,3133.0,3.0, ,Nitin Rawal,3065.0,8.0,all-rounder,,False,False
7,7,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-10 21:00+05:30,Bengaluru Bulls Won by 11 Pts,2018-10-10 21:00+05:30,Match Completed,11.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",632,League,Match 8,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Tamil Thalaivas,37,False,Bengaluru Bulls,48,True,Bengaluru Bulls,Vimal Raj V,2335.0,2.0, ,Athul M S,376.0,8.0,Raider,Amit Hooda,212.0,0.0,Defender,Sunil ,207.0,1.0,All Rounder,,,,,Rohit Kumar,326.0,0.0,raider,Jawahar Vivek,2272.0,0.0,All Rounder,Mahender Singh,769.0,3.0,Defender,Ashish Kumar,202.0,7.0,all-rounder,Kashiling Adake,58.0,9.0,Raider,,False,False
8,8,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-11 20:00+05:30,Patna Pirates Won by 2 Pts,2018-10-11 20:00+05:30,Match Completed,2.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",677,League,Match 9,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,U.P. Yoddha,41,False,Patna Pirates,43,True,Patna Pirates,Nitesh Kumar,3088.0,4.0,Defender,Narender ,778.0,1.0, ,Prashanth Rai,155.0,6.0,raider,Rishank Devadiga,94.0,8.0,Raider,Amit ,3126.0,0.0,defender,Vijay ,3081.0,0.0,all-rounder,Vikas kale,179.0,2.0,Defender,Deepak Narwal,211.0,7.0,Raider,Jaideep ,579.0,3.0,Defender,Pardeep Narwal,197.0,16.0,Raider,,False,False
9,9,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-11 21:00+05:30,Bengal Warriors Won by 9 Pts,2018-10-11 21:00+05:30,Match Completed,9.0,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",634,League,Match 10,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Tamil Thalaivas,27,False,Bengal Warriors,36,True,Bengal Warriors,Manjeet Chhillar,69.0,5.0,All Rounder,Amit Hooda,212.0,1.0,Defender,Sunil ,207.0,2.0,All Rounder,C.Arun ,191.0,1.0,Defender,,,,,Mahesh Goud,66.0,5.0,Raider,Surjeet Singh,322.0,2.0,Defender,Maninder Singh,143.0,9.0,raider,Shrikant Tewthia,107.0,2.0,All Rounder,Ran Singh,160.0,4.0,All Rounder,,False,False
10,10,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-12 20:00+05:30,Haryana Steelers Won by 7 Pts,2018-10-12 20:00+05:30,Match Completed,7.0,1020,kabaddi,"MOTILAL NEHRU SCHOOL OF SPORTS, Sonepat",636,League,Match 11,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Haryana Steelers,32,True,Gujarat Giants,25,False,Haryana Steelers,Monu Goyat,388.0,7.0,Raider,Sachin Shingade,165.0,2.0,Defender,Kuldeep Singh (732),732.0,6.0,All Rounder,Sunil ,3106.0,5.0,Defender - Right Corner,Naveen ,2357.0,6.0,Raider,Ruturaj Koravi,2023.0,2.0,Defender,K.Prapanjan ,219.0,9.0,raider,Ajay Kumar,389.0,1.0,Raider,,,,,,,,,,False,False
11,11,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-12 21:00+05:30,Dabang Delhi K.C. Won by 4 Pts,2018-10-12 21:00+05:30,Match Completed,4.0,1020,kabaddi,"MOTILAL NEHRU SCHOOL OF SPORTS, Sonepat",638,League,Match 12,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Puneri Paltan,37,False,Dabang Delhi K.C.,41,True,Dabang Delhi K.C.,Nitin Tomar,320.0,20.0,raider,More G B,772.0,3.0,Raider,Girish Maruti Ernak,161.0,4.0,Defender,Ravi Kumar,240.0,0.0,Defender,Vinod Kumar,215.0,0.0,Defender,Pawan Kumar,156.0,7.0,Raider,Ravinder Pahal,157.0,2.0,Defender,Joginder Narwal,194.0,2.0,Defender,Vishal Mane,123.0,5.0,Defender,Naveen Kumar,2296.0,7.0,Raider,,False,False
12,12,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-13 20:00+05:30,Telugu Titans Won by 5 Pts,2018-10-13 20:00+05:30,Match Completed,5.0,1020,kabaddi,"MOTILAL NEHRU SCHOOL OF SPORTS, Sonepat",640,League,Match 13,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Telugu Titans,34,True,U.P. Yoddha,29,False,Telugu Titans,Nilesh Salunke,293.0,5.0,Defender,Vishal Bharadwaj,3083.0,4.0,defender,Anil Kumar,311.0,1.0, ,Rahul Chaudhari,81.0,11.0,Raider,Abozar Mighani,489.0,5.0,Defender,Prashanth Rai,155.0,9.0,raider,Rishank Devadiga,94.0,7.0,Raider,Sagar B Krishna,347.0,5.0,All Rounder,,,,,,,,,,False,False
13,13,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-13 21:00+05:30,U Mumba Won by 27 Pts,2018-10-13 21:00+05:30,Match Completed,27.0,1020,kabaddi,"MOTILAL NEHRU SCHOOL OF SPORTS, Sonepat",639,League,Match 14,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Haryana Steelers,26,False,U Mumba,53,True,U Mumba,Anand Tomar,644.0,4.0, ,Parveen ,3100.0,0.0,Defender - Left Cover,Kuldeep Singh (732),732.0,1.0,All Rounder,Sunil ,3106.0,0.0,Defender - Right Corner,Vikash Khandola,366.0,9.0,raider,Fazel Atrachali,259.0,7.0,defender,Gaurav Kumar,2313.0,2.0, ,Dharmaraj Cheralathan,42.0,1.0,Defender,Rajaguru Subramanian,84.0,2.0,Defender,Abhishek Singh,2028.0,13.0,Raider,,False,False
14,14,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-14 20:00+05:30,Patna Pirates Won by 6 Pts,2018-10-14 20:00+05:30,Match Completed,6.0,1020,kabaddi,"MOTILAL NEHRU SCHOOL OF SPORTS, Sonepat",637,League,Match 15,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Patna Pirates,43,True,U.P. Yoddha,37,False,Patna Pirates,Vijay ,3081.0,5.0,all-rounder,Vikas kale,179.0,1.0,Defender,Deepak Narwal,211.0,10.0,Raider,Jaideep ,579.0,3.0,Defender,Pardeep Narwal,197.0,14.0,Raider,Nitesh Kumar,3088.0,1.0,Defender,Amit ,3126.0,1.0,defender,Shrikant Jadhav,106.0,17.0,raider,Sagar B Krishna,347.0,1.0,All Rounder,,,,,,False,False
15,15,"Pro Kabaddi League Season 6, 2018",W,10,2018-10-14 21:00+05:30,Puneri Paltan Won by 17 Pts,2018-10-14 21:00+05:30,Match Completed,17.0,1020,kabaddi,"MOTILAL NEHRU SCHOOL OF SPORTS, Sonepat",641,League,Match 16,pkl,"Pro Kabaddi League Season 6, 2018",10,+05:30,Haryana Steelers,28,False,Puneri Paltan,45,True,Puneri Paltan,Anand Tomar,644.0,0.0, ,Sunil ,3106.0,1.0,Defender - Right Corner,Naveen ,2357.0,2.0,Raider,Vikash Khandola,366.0,11.0,raider,,,,,Akshay Jadhav,365.0,7.0,Raider,Rajesh Mondal,85.0,7.0,Raider,Nitin Tomar,320.0,10.0,raider,More G B,772.0,4.0,Raider,Girish Maruti Ernak,161.0,6.0,Defender,,False,False
